crsCode,subArea,year,crsNum,subName,grade,prName,crsTime,room
AAH101-01,기초,3,AAH101-01,한국미술사개론,3,송은석,금1.5-4.0,A319
AAH103-01,기초,2,AAH103-01,고고미술사학코너스톤디자인,2,한정호,화5.0-6.5,A110
AAH205-01,기초,3,AAH205-01,서양미술사,3,김지현,월5.0-7.5,A319
AAH208-01,기초,2,AAH208-01,고고학실습,2,심현철,금2.0-5.5,A110
AAH209-01,기초,3,AAH209-01,고고학연구법,3,강현숙,화2.0-4.5,A110
AAH210-01,기초,3,AAH210-01,문화유산의이해-유물,3,강동석,목2.0-4.5,A319
AAH211-01,기초,3,AAH211-01,중국미술사,3,송은석,수1.5-4.0,A319
ACT203-01,기초,3,ACT203-01,재무회계2,3,김현아,월2.5-5.0,B403
ACT203-02,기초,3,ACT203-02,재무회계2,3,김현아,화4.0-6.5,B303
AME102-01,기초,3,AME102-01,자동차공학개론,3,정연종,수2.0-4.5,E301
APO103-01,기초,3,APO103-01,경찰학개론,3,김성환,"월7.0-8.0,수1.0-2.0","B202,B202"
APO103-02,기초,3,APO103-02,경찰학개론,3,김성환,"월8.5-9.5,목4.0-5.0","B202,B202"
APO103-03,기초,3,APO103-03,경찰학개론,3,김성환,"화1.0-2.0,목5.5-6.5","B202,B202"
APO104-01,기초,3,APO104-01,국가정책의이해,3,정윤길,목1.0-3.5,B101
APO104-02,기초,3,APO104-02,국가정책의이해,3,이준호,"월2.5-3.5,수2.5-3.5","B206,B206"
APO105-01,기초,1,APO105-01,무술1,1,이창근,월1.0-2.5,G115
APO212-01,기초,3,APO212-01,공공관리론,3,천지은,목4.0-6.5,B206
APO213-01,기초,3,APO213-01,행정경찰통계론,3,허만용,화1.0-3.5,B206
APO214-01,기초,3,APO214-01,비영리조직론,3,구정대,금4.0-6.5,B202
APO215-01,기초,3,APO215-01,리더십이론과실제,3,구정대,금7.0-9.5,B202
APO216-01,기초,3,APO216-01,행정경찰인사관리론,3,이준호,"수4.0-5.0,목1.0-2.0","B302,B302"
APO217-01,기초,3,APO217-01,범죄학,3,곽형곤,화1.0-3.5,B101
APO217-02,기초,3,APO217-02,범죄학,3,곽형곤,수1.0-3.5,B101
APO217-03,기초,3,APO217-03,범죄학,3,곽형곤,금1.0-3.5,B101
APO218-01,기초,3,APO218-01,외교정책과국제안보,3,진유정,수4.0-6.5,B206
APO219-01,기초,3,APO219-01,정치리더십론,3,황의서,"월5.5-6.5,화5.5-6.5","B202,B202"
APO220-01,기초,3,APO220-01,경찰보안론,3,권오윤,화4.0-6.5,B310
APO221-01,기초,1,APO221-01,무술2,1,이창근,월3.0-4.5,G115
AST101-01,기초,3,AST101-01,경제경영의이해,3,김지용,월7.0-9.5,B304
AST102-01,기초,3,AST102-01,글로벌무역의이해,3,김미정,"화2.5-3.5,목2.5-3.5","B304,B304"
AST103-01,기초,3,AST103-01,항공서비스의이해,3,고민환,"수2.5-3.5,목1.0-2.0","B304,B304"
BCC102-01,기초,3,BCC102-01,보육학개론,3,윤성원,목6.0-8.5,D409
BCC103-01,기초,1,BCC103-01,아동국악실습,1,장주영,월2.0-3.5,D903
BCC104-01,기초,1,BCC104-01,불교아동보육학전공진로탐색,1,김종두,목9.0-9.5,D409
BCC205-01,기초,3,BCC205-01,보육과정,3,이은영,월4.0-6.5,D409
BCC206-01,기초,3,BCC206-01,아동미술,3,이수경,금2.0-7.5,D409
BCC207-01,기초,3,BCC207-01,아동안전관리,3,민희정,"수5.0-6.0,목5.0-6.0","D409,K301"
BCC208-01,기초,2,BCC208-01,불교어린이법회지도법,2,우순기,월1.0-3.0,D409
BDG102-01,기초,2,BDG102-01,기초시각디자인2,2,유우진,목2.0-4.5,J301
BDG102-02,기초,2,BDG102-02,기초시각디자인2,2,이수연,목6.0-8.5,J306
BDG104-01,기초,2,BDG104-01,기초컴퓨터그래픽2,2,이수연,수2.0-4.5,J306
BDG202-01,기초,2,BDG202-01,응용시각디자인2,2,문석진,화2.0-4.5,J306
BDG204-01,기초,2,BDG204-01,컴퓨터그래픽2,2,김소희,월6.0-8.5,J306
BDG206-01,기초,2,BDG206-01,일러스트레이션표현기법2,2,유우진,수6.0-8.5,J302
BEU105-01,기초,2,BEU105-01,베이직뷰티코웍2,2,김연아,목4.0-5.5,Y502
BEU106-01,기초,3,BEU106-01,공중보건학,3,김연아,"수4.0-5.0,금1.0-2.0","Y501,Y501"
BEU107-01,기초,2,BEU107-01,뷰티크리에이티브,2,김연아,화4.0-5.5,B203
BUC102-01,기초,3,BUC102-01,불교신행과문화,3,김영진,수1.0-3.5,D409
BUD104-01,기초,3,BUD104-01,승가수행학,3,정준기,화1.0-3.5,D408
BUD105-01,기초,3,BUD105-01,초기불전,3,안양규,"월2.5-3.5,화2.5-3.5","D401,D401"
BUD209-01,기초,3,BUD209-01,대승불교개론,3,한지연,목2.5-5.0,D402
BUD211-01,기초,3,BUD211-01,불교영어입문,3,안양규,"화5.5-6.5,수5.5-6.5","D402,D408"
BUD212-01,기초,3,BUD212-01,선문학특강,3,정준기,"월5.0-6.0,수2.5-3.5","D403,D403"
BUD214-01,기초,3,BUD214-01,종전강독,3,노계왕,목7.0-9.5,D402
BUD216-01,기초,3,BUD216-01,종교와과학,3,이충환,수5.0-7.5,B104
BUD217-01,기초,3,BUD217-01,중국선종사,3,정준기,"월7.0-8.0,목1.0-2.0","D403,D403"
BUM102-01,기초,2,BUM102-01,기초불교회화2,2,정병국,화2.0-4.5,A101
BUM110-01,기초,2,BUM110-01,전통불화채색실습,2,박명순,수2.0-4.5,A101
BUM202-01,기초,2,BUM202-01,불교회화2,2,조해종,수2.0-4.5,A102
BUM214-01,기초,2,BUM214-01,단청실습2,2,고승희,화2.0-4.5,A102
BUM216-01,기초,2,BUM216-01,불교조형디자인2,2,이종억,월2.0-4.5,A102
BUS101-01,기초,3,BUS101-01,경영학원론,3,찰스아서롭,월4.0-6.5,B401
BUS101-02,기초,3,BUS101-02,경영학원론,3,송인숙,월1.0-3.5,B303
BUS101-03,기초,3,BUS101-03,경영학원론,3,이정미,월7.0-9.5,B407
BUS102-01,기초,3,BUS102-01,회계원리,3,오종문,"화1.0-2.0,목2.5-3.5","B303,B404"
BUS102-02,기초,3,BUS102-02,회계원리,3,배한수,"화2.5-3.5,수2.5-3.5","B407,B303"
BUS102-03,기초,3,BUS102-03,회계원리,3,배한수,"화4.0-5.0,수4.0-5.0","B304,B303"
BUS103-01,기초,3,BUS103-01,정보관리론,3,김의창,수1.0-3.5,B306
BUS103-02,기초,3,BUS103-02,정보관리론,3,송유진,화4.0-6.5,B306
BUS103-03,기초,3,BUS103-03,정보관리론,3,권정일,수7.0-9.5,B403
BUS206-01,기초,3,BUS206-01,재무관리,3,안영규,"화5.5-6.5,목5.5-6.5","B307,B407"
BUS206-02,기초,3,BUS206-02,재무관리,3,안영규,목7.0-9.5,B407
BUS207-01,기초,3,BUS207-01,경영과학,3,이영찬,수7.0-9.5,B201
BUS207-02,기초,3,BUS207-02,경영과학,3,김정배,금7.0-9.5,B303
BUS208-01,기초,3,BUS208-01,원가회계,3,정재진,"화2.5-3.5,목2.5-3.5","B401,B401"
BUS208-02,기초,3,BUS208-02,원가회계,3,백정한,"월5.5-6.5,수4.0-5.0","B407,B407"
BUS209-01,기초,3,BUS209-01,경영정보학개론,3,문태수,수1.0-3.5,B401
BUS209-02,기초,3,BUS209-02,경영정보학개론,3,문태수,화1.0-3.5,B306
CCE102-01,기초,3,CCE102-01,인공지능프로그래밍실습2,3,반상우,"수2.0-3.5,목8.0-9.5","E303,E303"
CCE102-02,기초,3,CCE102-02,인공지능프로그래밍실습2,3,반상우,"수7.5-9.0,목6.0-7.5","E303,E303"
CCE112-01,기초,3,CCE112-01,전자통신기초설계,3,남윤석,월1.0-3.5,E503
CCE112-02,기초,3,CCE112-02,전자통신기초설계,3,남윤석,월5.0-7.5,E503
CCE132-01,기초,3,CCE132-01,에너지전기공학기초2,3,정창열,"월7.0-8.0,수6.0-7.0","E102,E102"
CCE132-02,기초,3,CCE132-02,에너지전기공학기초2,3,정창열,"월8.5-9.5,수7.5-8.5","E102,E102"
CCE151-01,기초,3,CCE151-01,정역학,3,홍성호,"화1.0-2.0,목1.0-2.0","E203,E203"
CCE202-01,기초,3,CCE202-01,공학프로그래밍,3,정환목,금5.0-8.5,E503
CCE202-02,기초,3,CCE202-02,공학프로그래밍,3,박종운,수5.5-9.0,E101
CCE202-03,기초,3,CCE202-03,공학프로그래밍,3,한성익,"화2.0-3.5,수5.0-6.5","A205,A205"
CCE202-04,기초,3,CCE202-04,공학프로그래밍,3,김종원,금5.0-8.5,E303
CCE216-01,기초,3,CCE216-01,신호및시스템,3,강법주,"화1.0-2.0,목3.0-4.0","E302,E302"
CCE216-02,기초,3,CCE216-02,신호및시스템,3,강법주,"화3.0-4.0,목1.0-2.0","E302,E302"
CCE217-01,기초,3,CCE217-01,자료구조및실습,3,장익현,"월1.0-2.5,수5.0-6.5","E303,E303"
CCE217-02,기초,3,CCE217-02,자료구조및실습,3,장익현,"월5.5-7.0,화5.0-6.5","E303,E303"
CCE219-01,기초,3,CCE219-01,마이크로프로세서및실습,3,장유진,"월7.5-9.0,수3.0-4.5","E502,E502"
CCE219-02,기초,3,CCE219-02,마이크로프로세서및실습,3,장유진,"월9.5-11.0,수1.0-2.5","E502,E502"
CCE235-01,기초,3,CCE235-01,화학공학개론,3,류준형,"월2.5-3.5,목2.5-3.5","E102,E102"
CCE236-01,기초,3,CCE236-01,원자력공학개론,3,김규태,목7.0-9.5,E204
CCE239-01,기초,3,CCE239-01,열전달및변환,3,박종운,"월5.5-6.5,수2.5-3.5","E102,E102"
CCE240-01,기초,3,CCE240-01,전자기학,3,김유석,"월8.5-9.5,수1.0-2.0","E202,E202"
CCE241-01,기초,3,CCE241-01,회로이론,3,김유석,"월7.0-8.0,목1.0-2.0","E202,E202"
CCE254-01,기초,3,CCE254-01,CAD,3,정연종,금2.0-4.5,E305
CCE254-02,기초,3,CCE254-02,CAD,3,정연종,금6.0-8.5,E305
CCE255-01,기초,3,CCE255-01,기계동역학,3,한성익,"월7.0-8.0,목5.0-6.0","E203,E203"
CCE256-01,기초,3,CCE256-01,기계유체역학,3,김병문,"화5.5-6.5,목2.5-3.5","E302,M302"
CCE257-01,기초,3,CCE257-01,고급공업수학,3,김현석,수7.0-9.5,E302
CCP202-01,기초,3,CCP202-01,영상서사작법,3,심우일,수7.0-9.5,A305
CCP203-01,기초,3,CCP203-01,디지털콘텐츠의이해,3,김동희,목7.0-9.5,B204
CLL102-01,기초,3,CLL102-01,기초중국어연습2,3,오현주,"월8.0-9.0,금5.5-6.5","A320,A320"
CLL102-02,기초,3,CLL102-02,기초중국어연습2,3,임융지,"월8.0-9.0,금5.5-6.5","A305,A322"
CLL206-01,기초,3,CLL206-01,중급중국어2,3,우강식,목4.0-6.5,A302
CLL206-02,기초,3,CLL206-02,중급중국어2,3,임융지,목4.0-6.5,A324
CLL207-01,기초,3,CLL207-01,중국고대문학사,3,강종임,"수5.5-6.5,금2.5-3.5","A302,A302"
CLL208-01,기초,3,CLL208-01,중국어학개론,3,이은민,"화2.5-3.5,목2.5-3.5","A302,A302"
CLL210-01,기초,3,CLL210-01,중국어회화2,3,이은민,"월2.5-3.5,목1.0-2.0","A302,A320"
CLL210-02,기초,3,CLL210-02,중국어회화2,3,필문수,"월2.5-3.5,목1.0-2.0","A315,A315"
COM102-01,기초,3,COM102-01,컴퓨터프로그래밍,3,한정영,화1.0-3.5,S501
COM102-02,기초,3,COM102-02,컴퓨터프로그래밍,3,한정영,화4.0-6.5,S501
COM102-03,기초,3,COM102-03,컴퓨터프로그래밍,3,김칠화,월5.0-7.5,S501
COM104-01,기초,1,COM104-01,컴퓨터공학전공진로탐색,1,박기석,월9.0-9.5,A209
COM202-01,기초,3,COM202-01,모바일프로그래밍및실험,3,한은주,목2.0-4.5,S406
COM202-02,기초,3,COM202-02,모바일프로그래밍및실험,3,한은주,목5.5-8.0,S406
COM204-01,기초,3,COM204-01,데이터구조,3,박기석,"월1.0-2.0,금4.0-5.0","S409,S406"
COM204-02,기초,3,COM204-02,데이터구조,3,박기석,"월2.5-3.5,금2.5-3.5","S409,S406"
COM206-01,기초,3,COM206-01,컴퓨터구조,3,서아리아,금7.0-9.5,S402
COM208-01,기초,3,COM208-01,어셈블리언어,3,도재수,"화2.5-3.5,수1.0-2.0","S409,S409"
COM208-02,기초,3,COM208-02,어셈블리언어,3,조영혁,월6.0-8.5,S409
COM210-01,기초,3,COM210-01,자바고급프로그래밍,3,김칠화,수1.0-3.5,S406
COM210-02,기초,3,COM210-02,자바고급프로그래밍,3,김칠화,수5.0-7.5,S406
CPD102-01,기초,2,CPD102-01,기초입체조형디자인2,2,류완하,목2.0-4.5,J202
CPD106-01,기초,2,CPD106-01,목업디자인2,2,정병밀,금6.0-8.5,J202
CPD202-01,기초,2,CPD202-01,산업디자인2,2,박영우,수2.0-4.5,J201
CPD204-01,기초,2,CPD204-01,3D컴퓨터조형디자인4,2,이창진,금6.0-8.5,J201
CPD206-01,기초,2,CPD206-01,제품디자인2,2,홍재헌,금2.0-4.5,J202
ECE102-01,기초,3,ECE102-01,영유아발달,3,하연수,월6.0-8.5,A109
ECE102-02,기초,3,ECE102-02,영유아발달,3,조준오,목1.0-3.5,A109
ECE106-01,기초,3,ECE106-01,불교기악실습,3,김은경,화1.0-6.5,A109
ECE206-01,기초,3,ECE206-01,유아교육과정,3,김은경,"월2.0-3.5,수5.0-6.5","A113,A113"
ECE206-02,기초,3,ECE206-02,유아교육과정,3,김은경,"월5.0-6.5,수2.0-3.5","A113,A113"
ECE207-01,기초,3,ECE207-01,언어지도,3,박근영,목1.0-4.5,A112
ECE207-02,기초,3,ECE207-02,언어지도,3,박근영,목6.0-9.5,A112
ECE208-01,기초,3,ECE208-01,가족관계론,3,하연수,화4.0-6.5,A213
ECE210-01,기초,3,ECE210-01,아동수학지도,3,조준오,금2.0-5.5,A112
ENG102-01,기초,2,ENG102-01,기본영어연습,2,폴그로바,수3.0-4.5,A304
ENG102-02,기초,2,ENG102-02,기본영어연습,2,폴그로바,수5.0-6.5,A305
ENG208-01,기초,3,ENG208-01,영어독해,3,제갈민,"월3.0-4.0,금1.5-2.5","A321,A322"
ENG209-01,기초,3,ENG209-01,영문번역입문,3,구본철,"화2.5-3.5,수2.5-3.5","A303,A303"
ENG210-01,기초,3,ENG210-01,영어문법,3,송민영,"화5.5-6.5,목2.5-3.5","A323,A323"
ENG211-01,기초,2,ENG211-01,영어회화2,2,폴그로바,금5.0-6.5,A303
ENG211-02,기초,2,ENG211-02,영어회화2,2,폴그로바,금7.0-8.5,A303
ERC241-01,기초,3,ERC241-01,수학교육론,3,정영우,금5.0-7.5,S302
FDE101-01,기초,3,FDE101-01,소방학개론,3,김영찬,"월2.5-3.5,화2.5-3.5","S101,K303"
FDE121-01,기초,3,FDE121-01,응급처치론,3,박성범,수2.0-5.5,A309
FSM205-01,기초,3,FSM205-01,외식서비스마케팅,3,심희진,금7.0-9.5,B501
FSM206-01,기초,3,FSM206-01,기초조리실습,3,김영중,수1.0-4.5,R102
FSM206-02,기초,3,FSM206-02,기초조리실습,3,김영중,수6.0-9.5,R102
FSM207-01,기초,3,FSM207-01,식음료서비스실무,3,전현모,수1.5-5.0,R103
FSM207-02,기초,3,FSM207-02,식음료서비스실무,3,전현모,수6.0-9.5,R103
FSM208-01,기초,3,FSM208-01,외식창업코너스톤디자인,3,김창일,월4.0-6.5,B406
GEC212-01,기초,3,GEC212-01,거시경제학,3,김영우,금1.0-3.5,B308
GEC213-01,기초,3,GEC213-01,경제정책론,3,예병환,수4.0-6.5,B308
GEC214-01,기초,3,GEC214-01,정보경제학,3,박지웅,화1.0-3.5,B308
GEC215-01,기초,3,GEC215-01,경제통계론,3,양희진,월7.0-9.5,B205
GEC216-01,기초,3,GEC216-01,무역영어,3,딴툿우,"월2.5-3.5,수2.5-3.5","B404,B404"
GEC216-02,기초,3,GEC216-02,무역영어,3,딴툿우,"월1.0-2.0,수1.0-2.0","B408,B408"
GEC217-01,기초,3,GEC217-01,GlobalBusinessEnglish2,3,고민환,"화2.5-3.5,수1.0-2.0","B404,B404"
GEC217-02,기초,3,GEC217-02,GlobalBusinessEnglish2,3,딴툿우,"화5.5-6.5,수5.5-6.5","B408,B304"
GEC218-01,기초,3,GEC218-01,GlobalMarketing,3,전기홍,금4.0-6.5,B404
GEC218-02,기초,3,GEC218-02,GlobalMarketing,3,전기홍,금7.0-9.5,B404
GLA102-01,기초,3,GLA102-01,동서양문화의이해,3,김영훈,화4.0-6.5,A305
GLA102-02,기초,3,GLA102-02,동서양문화의이해,3,이홍천,화4.0-6.5,A301
GLA102-03,기초,3,GLA102-03,동서양문화의이해,3,강종임,화4.0-6.5,A302
GLO206-01,기초,3,GLO206-01,시사경영읽기,3,김종영,금7.0-9.5,B407
GLO207-01,기초,3,GLO207-01,미시적경제분석,3,김영우,금4.0-6.5,B308
GLO208-01,기초,3,GLO208-01,호스피탈리티마케팅,3,이준엽,"화5.5-6.5,수5.5-6.5","B106,B106"
GLO209-01,기초,3,GLO209-01,문화관광상품기획,3,강정근,수2.5-5.0,B106
GLO210-01,기초,3,GLO210-01,기업가정신과조직관리,3,이영찬,,
GSB202-01,기초,3,GSB202-01,글로벌연구방법론2,3,이건형,월4.0-6.5,B404
HCT202-01,기초,3,HCT202-01,뉴미디어와인문학,3,권두현,목7.0-9.5,A306
HCT202-02,기초,3,HCT202-02,뉴미디어와인문학,3,최성원,목1.0-3.5,A205
HIF104-01,기초,3,HIF104-01,병리학,3,김석환,화2.0-4.5,Y505
HIF105-01,기초,3,HIF105-01,병원경영학,3,김석환,수2.0-4.5,Y504
HIF106-01,기초,3,HIF106-01,국제보건의이해,3,김석환,목2.0-4.5,Y504
HOM102-01,기초,3,HOM102-01,가정학실습과인성교육,3,주수언,화1.0-4.5,S509
HOM103-01,기초,3,HOM103-01,패션디자인과4차산업혁명,3,정미실,"수5.0-6.0,목1.0-2.0","S404,S404"
HOM206-01,기초,3,HOM206-01,영양학,3,김지은,목4.0-6.5,S404
HOM207-01,기초,3,HOM207-01,부모교육론,3,손유림,월5.0-7.5,S509
HOM208-01,기초,3,HOM208-01,피복재료학,3,박채련,수1.0-3.5,S404
HOM209-01,기초,3,HOM209-01,소비자의사결정론,3,박명숙,"화1.5-2.5,목2.5-3.5","S503,S503"
HTM101-01,기초,3,HTM101-01,관광학원론,3,심재명,"월7.0-8.0,목7.0-8.0","B405,B405"
HTM101-02,기초,3,HTM101-02,관광학원론,3,김남현,"수1.0-2.0,목1.0-2.0","B307,B201"
HTM102-01,기초,3,HTM102-01,호텔경영론,3,권주경,월2.5-5.0,B307
HTM102-02,기초,3,HTM102-02,호텔경영론,3,최욱희,"화2.5-3.5,수2.5-3.5","B501,B501"
HTM103-01,기초,3,HTM103-01,외식산업의이해,3,전병길,"화4.0-5.0,목2.5-3.5","B201,B201"
HTM103-02,기초,3,HTM103-02,외식산업의이해,3,전병길,"화5.5-6.5,목4.0-5.0","B201,B201"
ICT112-01,기초,3,ICT112-01,통계와응용,3,손창균,수5.5-8.0,S410
ICT113-01,기초,3,ICT113-01,엑셀을이용한기초통계,3,조태경,목5.0-7.5,S408
ICT212-01,기초,3,ICT212-01,응용통계학개론2,3,심규박,월5.5-8.0,S502
ICT214-01,기초,3,ICT214-01,통계데이터베이스및실습,3,김진석,월1.0-3.5,S408
ICT216-01,기초,3,ICT216-01,응용확률론,3,조태경,"화1.0-2.0,수2.5-3.5","S502,S408"
ICT218-01,기초,3,ICT218-01,탐색적자료분석,3,정귀옥,목1.0-3.5,S408
ICT220-01,기초,3,ICT220-01,사회조사분석및실습,3,손창균,"화2.5-3.5,화4.0-5.0","S502,S408"
IDK107-01,기초,3,IDK107-01,국악전공실기2,3,최우정,목4.0-6.5,Y402
IDK107-02,기초,3,IDK107-02,국악전공실기2,3,한성열,수3.0-5.5,Y401
IDK112-01,기초,3,IDK112-01,부전공실기2,3,정용진,수7.0-9.5,Y402
IDK112-02,기초,3,IDK112-02,부전공실기2,3,정용진,수4.0-6.5,Y402
IDK116-01,기초,3,IDK116-01,글로벌공연예술4,3,한정미,목7.0-9.5,Y301
IDK206-01,기초,3,IDK206-01,국악전공실기4,3,윤숙자,월1.0-3.5,Y303
IDK206-02,기초,3,IDK206-02,국악전공실기4,3,유용재,월3.0-5.5,Y405
IDK206-03,기초,3,IDK206-03,국악전공실기4,3,김백송,화1.0-3.5,Y213
IDK206-04,기초,3,IDK206-04,국악전공실기4,3,김영리,수1.0-3.5,Y231
IDK206-05,기초,3,IDK206-05,국악전공실기4,3,홍장미,목1.0-3.5,Y223
IDK206-06,기초,3,IDK206-06,국악전공실기4,3,손인애,화1.0-3.5,Y404
IDK206-07,기초,3,IDK206-07,국악전공실기4,3,안승철,화1.0-3.5,Y304
IDK206-08,기초,3,IDK206-08,국악전공실기4,3,김응기,화4.0-6.5,Y301
IDK206-09,기초,3,IDK206-09,국악전공실기4,3,김효원,수7.0-9.5,Y405
IDK208-01,기초,3,IDK208-01,공연실습4,3,김응기,월10.0-12.5,Y303
IDK209-01,기초,2,IDK209-01,국악사2,2,손수인,금5.0-6.5,Y401
IDK210-01,기초,3,IDK210-01,부전공실기4,3,박순자,화10.0-12.5,Y303
IDK210-02,기초,3,IDK210-02,부전공실기4,3,최우정,목8.0-10.5,Y402
IDK210-04,기초,3,IDK210-04,부전공실기4,3,정경숙,수7.0-9.5,Y303
IDK210-05,기초,3,IDK210-05,부전공실기4,3,김유나,목4.0-6.5,Y303
IDK210-06,기초,3,IDK210-06,부전공실기4,3,장가람,화4.0-6.5,Y402
IDP104-01,기초,3,IDP104-01,디자인과색채,3,이수연,화2.0-4.5,J307
IDP202-01,기초,3,IDP202-01,서양미술사,3,유은지,금6.0-8.5,A106
IDP206-01,기초,3,IDP206-01,환경조형과공공디자인,3,정병밀,금2.0-4.5,J201
IDP210-01,기초,3,IDP210-01,공간스토리디자인2,3,김지은,수6.0-8.5,J202
JAP102-01,기초,3,JAP102-01,기초일본어2,3,최진희,"월5.0-6.0,수4.0-5.0","A320,A320"
JAP102-02,기초,3,JAP102-02,기초일본어2,3,문재연,"수4.0-5.0,목7.0-8.0","A306,A301"
JAP107-01,기초,3,JAP107-01,기초일본어한자2,3,문재연,"수6.5-7.5,목8.5-9.5","A301,A301"
JAP109-01,기초,2,JAP109-01,일본어발음과청해2,2,최진희,월1.5-3.0,A324
JAP207-01,기초,3,JAP207-01,일본어문법2,3,조애숙,"화2.5-3.5,수2.5-3.5","A301,A322"
JAP207-02,기초,3,JAP207-02,일본어문법2,3,조애숙,"화5.5-6.5,수5.5-6.5","A315,A303"
JAP208-01,기초,3,JAP208-01,일본어강독,3,이창종,"월8.5-9.5,화1.0-2.0","A321,A301"
JAP209-01,기초,2,JAP209-01,일본어회화2,2,카네코유우키,월1.0-2.5,A301
JAP209-02,기초,2,JAP209-02,일본어회화2,2,에비나미유키,월1.0-2.5,A323
JAP211-01,기초,3,JAP211-01,일본어작문,3,카네코유우키,"월3.5-4.5,수1.0-2.0","A301,A322"
JAP211-02,기초,3,JAP211-02,일본어작문,3,에비나미유키,"월3.5-4.5,수1.0-2.0","A324,A324"
JAP214-01,기초,3,JAP214-01,일본어한자,3,최진희,"월6.5-7.5,수8.5-9.5","A320,A320"
KOH102-01,기초,3,KOH102-01,역사학개론,3,김신재,"월1.0-2.0,수1.0-2.0","A321,A321"
KOH102-02,기초,3,KOH102-02,역사학개론,3,김희영,월4.0-6.5,A323
KOH201-01,기초,3,KOH201-01,한국고대사,3,박광연,"수2.5-3.5,목2.5-3.5","A321,A321"
KOH205-01,기초,3,KOH205-01,한국사회경제사,3,오택현,화4.0-6.5,A304
KOH207-01,기초,3,KOH207-01,서양사연습,3,김희영,목4.0-6.5,A323
KOH208-01,기초,3,KOH208-01,동아시아중세사,3,남영주,"목7.0-8.0,금7.0-8.0","A323,A323"
KOR104-01,기초,3,KOR104-01,국어학개론,3,김억조,금4.0-6.5,A304
KOR204-01,기초,3,KOR204-01,디지털시대의시쓰기,3,정영효,월7.0-9.5,A304
KOR208-01,기초,3,KOR208-01,현대시론,3,정영효,월4.0-6.5,A304
KOR216-01,기초,3,KOR216-01,맞춤법의이해와실제,3,장혜진,"수5.5-6.5,목2.5-3.5","A320,A305"
KOR218-01,기초,3,KOR218-01,의사소통교육론,3,박선진,목4.0-6.5,A306
KOR219-01,기초,3,KOR219-01,고전문학과문화콘텐츠,3,장도규,"화4.0-5.0,수4.0-5.0","A323,A323"
KTM204-01,기초,3,KTM204-01,관현악4,3,박경현,화10.0-12.5,Y302
LAN102-01,기초,3,LAN102-01,조경의표현기법,3,유우진,화1.5-5.0,S510
LAN102-02,기초,3,LAN102-02,조경의표현기법,3,유우진,목6.0-9.5,S510
LAN207-01,기초,3,LAN207-01,동양조경사,3,최미영,월6.0-8.5,S510
LAN208-01,기초,3,LAN208-01,컴퓨터조경연습,3,허상현,월1.5-5.0,S512
LAN208-02,기초,3,LAN208-02,컴퓨터조경연습,3,허상현,화1.5-5.0,S512
LAN209-01,기초,3,LAN209-01,도시공원설계,3,허준,목1.0-4.5,S511
LAN209-02,기초,3,LAN209-02,도시공원설계,3,허준,목6.0-9.5,S511
LAN210-01,기초,3,LAN210-01,조경시공,3,손희준,금1.0-3.5,S507
LAN211-01,기초,3,LAN211-01,조경미학,3,이선호,수1.0-3.5,S511
LCC111-01,기초,1,LCC111-01,신소재화학전공진로탐색,1,김상욱,수5.0-5.5,S202
LCC151-01,기초,2,LCC151-01,바이오제약공학개론,2,한윤경,월1.0-2.5,M304
LCC203-01,기초,3,LCC203-01,분석화학,3,김상욱,"월5.0-6.5,월7.0-8.5","S202,S206"
LCC203-02,기초,3,LCC203-02,분석화학,3,박상신,"월2.5-3.5,수2.5-3.5","S303,S303"
LCC203-03,기초,3,LCC203-03,분석화학,3,박태규,월4.0-6.5,M302
LCC214-01,기초,3,LCC214-01,유기화학2,3,이준희,"월2.0-3.0,수8.0-9.0","S202,S202"
LCC215-01,기초,3,LCC215-01,물리화학2,3,김종문,목6.0-8.5,S202
LCC216-01,기초,3,LCC216-01,무기화학2,3,이강욱,금2.0-4.5,S202
LCC234-01,기초,3,LCC234-01,유기화학2,3,차승훈,금1.5-4.0,M303
LCC236-01,기초,3,LCC236-01,유전학,3,소재선,"월5.5-6.5,수6.0-7.0","S303,S303"
LCC237-01,기초,3,LCC237-01,세포공학,3,소재선,"화2.5-3.5,목2.5-3.5","S506,S506"
LCC254-01,기초,3,LCC254-01,유기화학2,3,박영조,금4.0-6.5,M302
LCC255-01,기초,3,LCC255-01,분자유전학,3,심재경,"화2.5-3.5,목2.5-3.5","S102,S102"
LCC257-01,기초,1,LCC257-01,바이오제약공학전공진로탐색,1,이창규,수4.0-4.5,S102
LCC260-01,기초,3,LCC260-01,스마트기기분석및실험,3,박태규,"월7.0-8.5,월9.0-10.5","S102,S304"
LCC261-01,기초,2,LCC261-01,세포배양학실험,2,김태우,수5.0-8.5,S309
MAT102-01,기초,3,MAT102-01,응용수학2,3,김성아,"월7.0-8.5,수6.0-6.5","S201,S201"
MAT207-01,기초,3,MAT207-01,해석학2,3,김지은,화2.5-5.0,S302
MAT208-01,기초,3,MAT208-01,정수론,3,최동식,월1.0-3.5,S201
MAT209-01,기초,3,MAT209-01,해석기하,3,이화정,"화1.0-2.0,수1.0-2.0","S201,S201"
MAT211-01,기초,3,MAT211-01,선형대수학2,3,최동식,월4.0-6.5,S302
MCP102-01,기초,3,MCP102-01,자비명상,3,임인영,화1.0-3.5,C101
MCP103-01,기초,3,MCP103-01,심리학개론,3,김동진,목2.0-4.5,D406
