crsCode,subArea,year,crsNum,subName,grade,prName,crsTime,room
FES204-01,계열교육,3,FES204-01,심리학의이해,3,이랑주,수7.0-9.5,A207
FES204-02,계열교육,3,FES204-02,심리학의이해,3,정귀연,금2.0-4.5,A309
FES205-01,계열교육,3,FES205-01,사회학의이해,3,김주관,"월4.0-5.0,수4.0-5.0","A309,A308"
FES319-01,계열교육,3,FES319-01,일반물리학,3,이연환,월1.0-3.5,E301
FES319-02,계열교육,3,FES319-02,일반물리학,3,공대정,월5.0-7.5,E301
FES320-01,계열교육,3,FES320-01,일반생물학,3,정효원,수1.0-3.5,M101
FES320-02,계열교육,3,FES320-02,일반생물학,3,정효원,수6.0-8.5,M101
FES321-01,계열교육,3,FES321-01,일반화학,3,박영조,목7.0-9.5,A207
FES322-01,계열교육,3,FES322-01,일반수학,3,이은경,목1.0-3.5,M101
FES322-02,계열교육,3,FES322-02,일반수학,3,홍지연,금4.0-6.5,M101
FES322-03,계열교육,3,FES322-03,일반수학,3,홍지연,금1.0-3.5,S302
FES323-01,계열교육,3,FES323-01,일반통계학,3,정귀옥,화1.0-3.5,M304
FES323-02,계열교육,3,FES323-02,일반통계학,3,도해영,수7.0-9.5,M304
FES325-01,계열교육,3,FES325-01,야생식물과환경,3,최미영,월1.0-3.5,A309
LAC101-01,제1영역:문학/역사/철학/종교,3,LAC101-01,문학의이해,3,김봉률,"화1.0-2.0,목1.0-2.0","A209,A209"
LAC105-01,제1영역:문학/역사/철학/종교,3,LAC105-01,영상스토리텔링의세계,3,김동현,금7.0-9.5,A308
LAC108-01,제1영역:문학/역사/철학/종교,3,LAC108-01,동양고전에서배우는지혜,3,장도규,월4.0-6.5,A208
LAC109-01,제1영역:문학/역사/철학/종교,3,LAC109-01,소설의이해,3,오태영,"화1.0-2.0,목1.0-2.0","A308,A308"
LAC110-01,제1영역:문학/역사/철학/종교,3,LAC110-01,세익스피어와시민인성교육,3,김봉률,"화2.5-3.5,목2.5-3.5","A209,A209"
LAC111-01,제1영역:문학/역사/철학/종교,3,LAC111-01,고고학과발굴,3,강동석,수4.0-6.5,A209
LAC112-01,제1영역:문학/역사/철학/종교,3,LAC112-01,쟁점으로보는한국사,3,김신재,수5.5-8.0,A308
LAC113-01,제1영역:문학/역사/철학/종교,3,LAC113-01,동서문화교류사,3,남영주,화1.0-3.5,A207
LAC114-01,제1영역:문학/역사/철학/종교,3,LAC114-01,세계화의역사,3,박용희,월7.0-9.5,A208
LAC118-01,제1영역:문학/역사/철학/종교,3,LAC118-01,동양철학과문화,3,이고경,금7.0-9.5,A208
LAC119-01,제1영역:문학/역사/철학/종교,3,LAC119-01,한국인의사상과가치관,3,장성재,목5.5-8.0,A320
LAC119-02,제1영역:문학/역사/철학/종교,3,LAC119-02,한국인의사상과가치관,3,장성재,토6.0-8.5,A320
LAC128-01,제1영역:문학/역사/철학/종교,3,LAC128-01,불교와세계종교,3,김경의,목1.0-3.5,A207
LAC131-01,제1영역:문학/역사/철학/종교,3,LAC131-01,불교경전의이해,3,박지영,수1.0-3.5,A207
LAC133-01,제1영역:문학/역사/철학/종교,3,LAC133-01,참선의이론과실천,3,김명호,월6.0-8.5,A307
LAC134-01,제1영역:문학/역사/철학/종교,3,LAC134-01,"호메르스의일리아스,오뒷세이아읽기",3,김봉률,수1.0-3.5,A208
LAC138-01,제1영역:문학/역사/철학/종교,3,LAC138-01,AI시대의문학과언어,3,김억조,수4.0-6.5,A207
LAC201-01,제2영역:정치/경제/사회/심리,3,LAC201-01,고전에서배우는리더십,3,김정훈,월3.0-5.5,B101
LAC202-01,제2영역:정치/경제/사회/심리,3,LAC202-01,국제평화와신세계질서,3,이성석,금4.0-6.5,B302
LAC203-01,제2영역:정치/경제/사회/심리,3,LAC203-01,남북한통일과자원활용,3,권오윤,수7.0-9.5,B101
LAC205-01,제2영역:정치/경제/사회/심리,3,LAC205-01,정부기능과국가경쟁력,3,김정훈,수4.0-6.5,B101
LAC206-01,제2영역:정치/경제/사회/심리,3,LAC206-01,현대에있어서의인간과정치,3,황의서,"수2.5-3.5,목2.5-3.5","B202,B202"
LAC208-01,제2영역:정치/경제/사회/심리,3,LAC208-01,생활속의소비트랜드분석,3,최경숙,금7.0-9.5,A209
LAC209-01,제2영역:정치/경제/사회/심리,3,LAC209-01,화폐인문학,3,김봉률,월4.0-6.5,A308
LAC210-01,제2영역:정치/경제/사회/심리,3,LAC210-01,FTA와우리생활,3,김미정,목6.0-8.5,A307
LAC213-01,제2영역:정치/경제/사회/심리,3,LAC213-01,국제개발협력의이해,3,이슬기,화4.0-6.5,A308
LAC215-01,제2영역:정치/경제/사회/심리,3,LAC215-01,4차산업혁명과투자,3,조경식,,
LAC217-01,제2영역:정치/경제/사회/심리,3,LAC217-01,법과생활,3,이승현,금1.0-3.5,B202
LAC218-01,제2영역:정치/경제/사회/심리,3,LAC218-01,사회갈등치유론,3,정주영,화4.0-6.5,B302
LAC220-01,제2영역:정치/경제/사회/심리,3,LAC220-01,언어와사회,3,김주관,화1.0-3.5,A208
LAC221-01,제2영역:정치/경제/사회/심리,3,LAC221-01,미래사회와교육,3,김상무,"화5.5-6.5,수5.5-6.5","A307,A307"
LAC225-01,제2영역:정치/경제/사회/심리,3,LAC225-01,정보화사회의스마트행정,3,김영재,금4.0-6.5,B206
LAC226-01,제2영역:정치/경제/사회/심리,3,LAC226-01,저작권과지적재산권세미나,3,노성,월1.0-3.5,A407
LAC228-01,제2영역:정치/경제/사회/심리,3,LAC228-01,초국가시대와세계시민,3,김주관,"월1.0-2.0,수1.0-2.0","A308,A308"
LAC229-01,제2영역:정치/경제/사회/심리,3,LAC229-01,지역사회와범죄예방활동,3,김수민,목7.0-9.5,B310
LAC234-01,제2영역:정치/경제/사회/심리,3,LAC234-01,기업과사회,3,길종구,,
LAC236-01,제2영역:정치/경제/사회/심리,3,LAC236-01,건강한성과결혼,3,손민애,화4.0-6.5,A207
LAC238-01,제2영역:정치/경제/사회/심리,3,LAC238-01,행정법의이해,3,권영복,수7.0-9.5,B202
LAC239-01,제2영역:정치/경제/사회/심리,3,LAC239-01,21세기시민사회,3,전광수,목4.0-6.5,B101
LAC244-01,제2영역:정치/경제/사회/심리,3,LAC244-01,창의적인문제해결과의사결정,3,길종구,,
LAC245-01,제2영역:정치/경제/사회/심리,3,LAC245-01,뉴미디어시대의언어와커뮤니케이션,3,이석우,금7.0-9.5,A408
LAC246-01,제2영역:정치/경제/사회/심리,3,LAC246-01,소비자가즐거운마케팅의세계,3,정성훈,,
LAC249-01,제2영역:정치/경제/사회/심리,3,LAC249-01,4차산업혁명과CEO리더십,3,조경식,,
LAC255-01,제2영역:정치/경제/사회/심리,3,LAC255-01,생활속심리와삶의질,3,김광현,,
LAC256-01,제2영역:정치/경제/사회/심리,3,LAC256-01,지속가능개발목표의이해,3,이유경,화1.0-3.5,B104
LAC303-01,제3영역:과학/기술/생명,3,LAC303-01,노벨상으로본현대과학의풍경,3,안호영,화4.0-6.5,A309
LAC304-01,제3영역:과학/기술/생명,3,LAC304-01,자연과학사,3,안호영,월6.0-8.5,A309
LAC305-01,제3영역:과학/기술/생명,3,LAC305-01,천문학콘서트,3,안호영,수6.0-8.5,A208
LAC306-01,제3영역:과학/기술/생명,3,LAC306-01,"과학,영화를캐스팅하다",3,안호영,목2.5-5.0,A307
LAC307-01,제3영역:과학/기술/생명,3,LAC307-01,생활속의통계,3,심규박,수5.5-8.0,S408
LAC314-01,제3영역:과학/기술/생명,3,LAC314-01,창의적모바일앱과웹,3,한은주,금2.0-4.5,S501
LAC315-01,제3영역:과학/기술/생명,3,LAC315-01,숲과치유,3,이선호,화1.0-3.5,A307
LAC317-01,제3영역:과학/기술/생명,3,LAC317-01,인공지능과미래비즈니스,3,이영찬,,
LAC320-01,제3영역:과학/기술/생명,3,LAC320-01,기능성식품의이해,3,한윤경,월3.0-5.5,M304
LAC324-01,제3영역:과학/기술/생명,3,LAC324-01,지구환경과우리의미래,3,최석규,수1.0-3.5,A307
LAC325-01,제3영역:과학/기술/생명,3,LAC325-01,인체와생명의과학,3,이현숙,목1.0-3.5,A208
LAC334-01,제3영역:과학/기술/생명,2,LAC334-01,4차산업혁명기술,2,김주원,,
LAC338-01,제3영역:과학/기술/생명,3,LAC338-01,수학으로바라본영화속세상,3,김지은,,
LAC342-01,제3영역:과학/기술/생명,3,LAC342-01,메타버스와미래사회,3,이영찬,,
LAC343-01,제3영역:과학/기술/생명,3,LAC343-01,건강운동과학,3,김석규,수7.0-9.5,A307
LAC406-01,제4영역:예술/문화,3,LAC406-01,불교와한국문화,3,문진영,수7.0-9.5,A309
LAC408-01,제4영역:예술/문화,3,LAC408-01,현대세계불교의역사와문화,3,우명주,수7.0-9.5,A209
LAC414-01,제4영역:예술/문화,3,LAC414-01,지역문화콘텐츠와글쓰기,3,지현배,월3.0-5.5,A401
LAC417-01,제4영역:예술/문화,3,LAC417-01,현대일본의사회와문화,3,이홍천,목7.0-9.5,A308
LAC419-01,제4영역:예술/문화,3,LAC419-01,한국어와다문화복지,3,이주현,금1.0-3.5,A208
LAC420-01,제4영역:예술/문화,3,LAC420-01,스토리가담긴노르딕워킹,3,오현옥,수5.0-7.5,G203
LAC427-01,제4영역:예술/문화,3,LAC427-01,포스트네트워크시대텔레비전드라마,3,박종덕,수7.0-9.5,A202
LAC431-01,제4영역:예술/문화,3,LAC431-01,글로벌공연예술과융합창작,3,한정미,목4.0-6.5,A308
LAC432-01,제4영역:예술/문화,3,LAC432-01,B급문화와비주류,3,오태영,"화2.5-3.5,목2.5-3.5","A308,A308"
LAC433-01,제4영역:예술/문화,3,LAC433-01,세계도시의예술과문화,3,최현실,,
LAC434-01,제4영역:예술/문화,3,LAC434-01,애니메이션의교양,3,권두현,목4.0-6.5,A208
LAC435-01,제4영역:예술/문화,3,LAC435-01,영상문화콘텐츠이해,3,박종덕,,
LAC439-01,제4영역:예술/문화,3,LAC439-01,한국가무악감상,3,김화미,월7.0-9.5,A308
